OBJECTID,RELI,E_KOORD,E_ZENTER,N_KOORD,N_ZENTER,B20BM14,B20BM15,B20BM16,B20BM17,B20BM18,B20BM19,M_TOT,B20BW14,B20BW15,B20BW16,B20BW17,B20BW18,B20BW19,W_TOT,TOT
1219,68282511,2682800,2682850,1251100,1251150,3,3,3,3,3,0,15,0,0,3,0,0,0,3,18
1220,68282515,2682800,2682850,1251500,1251550,4,3,3,0,3,0,13,4,3,3,3,3,0,16,29
1221,68282492,2682800,2682850,1249200,1249250,3,3,3,3,0,0,12,3,3,0,0,0,0,6,18
1222,68282467,2682800,2682850,1246700,1246750,3,3,3,3,3,0,15,3,3,5,0,0,3,14,29
1223,68282528,2682800,2682850,1252800,1252850,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3
1224,68292534,2682900,2682950,1253400,1253450,0,3,0,0,0,0,3,0,3,0,0,0,0,3,6
1225,68292476,2682900,2682950,1247600,1247650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1226,68292482,2682900,2682950,1248200,1248250,3,3,3,0,0,0,9,3,0,0,0,0,0,3,12
1227,68292470,2682900,2682950,1247000,1247050,0,0,3,3,3,0,9,0,0,3,3,0,0,6,15
1228,68292468,2682900,2682950,1246800,1246850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1229,68292478,2682900,2682950,1247800,1247850,0,0,3,0,0,0,3,0,3,0,0,0,0,3,6
1230,68302504,2683000,2683050,1250400,1250450,3,3,3,0,0,0,9,3,0,0,0,0,0,3,12
1231,68302530,2683000,2683050,1253000,1253050,3,0,0,3,3,3,12,3,3,3,3,3,0,15,27
1232,68302527,2683000,2683050,1252700,1252750,3,3,3,0,4,3,16,3,3,0,3,3,3,15,31
1233,68302519,2683000,2683050,1251900,1251950,0,0,3,3,0,0,6,3,3,0,3,0,0,9,15
1234,68312493,2683100,2683150,1249300,1249350,3,3,3,0,0,0,9,0,0,0,0,0,0,0,9
1235,68312497,2683100,2683150,1249700,1249750,3,3,3,3,3,3,18,6,0,3,3,3,3,18,36
1236,68312476,2683100,2683150,1247600,1247650,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3
1237,68312494,2683100,2683150,1249400,1249450,0,3,3,0,0,0,6,0,3,0,3,0,0,6,12
1238,68312523,2683100,2683150,1252300,1252350,3,3,3,0,3,0,12,3,3,0,3,0,0,9,21
1239,68312534,2683100,2683150,1253400,1253450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1240,68322507,2683200,2683250,1250700,1250750,4,3,3,0,3,0,13,3,3,3,3,3,3,18,31
1241,68322538,2683200,2683250,1253800,1253850,4,3,4,3,0,0,14,3,3,3,3,3,3,18,32
1242,68322531,2683200,2683250,1253100,1253150,7,6,5,3,3,3,27,8,9,7,4,3,3,34,61
1243,68322486,2683200,2683250,1248600,1248650,4,3,0,3,3,0,13,0,3,3,3,0,3,12,25
1244,68322521,2683200,2683250,1252100,1252150,0,3,3,0,0,0,6,3,3,3,3,0,3,15,21
1245,68332494,2683300,2683350,1249400,1249450,3,3,3,3,3,0,15,3,3,3,5,3,0,17,32
1246,68332538,2683300,2683350,1253800,1253850,3,3,4,3,0,0,13,3,5,3,3,3,0,17,30
1247,68332508,2683300,2683350,1250800,1250850,3,3,0,0,0,0,6,3,3,0,0,0,0,6,12
1248,68332489,2683300,2683350,1248900,1248950,4,3,3,3,0,0,13,3,3,3,3,3,3,18,31
1249,68332531,2683300,2683350,1253100,1253150,3,0,3,0,0,0,6,3,0,3,3,0,0,9,15
1250,68342433,2683400,2683450,1243300,1243350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1251,68342540,2683400,2683450,1254000,1254050,3,0,0,0,0,0,3,3,0,0,0,0,0,3,6
1252,68342482,2683400,2683450,1248200,1248250,3,3,0,0,0,0,6,0,3,0,3,0,3,9,15
1253,68342522,2683400,2683450,1252200,1252250,4,0,3,4,3,0,14,3,5,3,3,5,3,22,36
1254,68352500,2683500,2683550,1250000,1250050,0,0,0,0,0,0,0,0,0,0,3,3,0,6,6
1255,68352525,2683500,2683550,1252500,1252550,3,3,0,0,0,0,6,3,0,0,3,0,0,6,12
1256,68352477,2683500,2683550,1247700,1247750,3,3,3,3,0,0,12,3,0,0,3,3,0,9,21
1257,68352497,2683500,2683550,1249700,1249750,3,3,3,3,3,3,18,5,3,3,3,3,3,20,38
1258,68352490,2683500,2683550,1249000,1249050,5,3,3,0,0,3,14,6,4,3,4,3,0,20,34
1259,68352480,2683500,2683550,1248000,1248050,0,0,3,3,4,4,14,0,3,4,6,5,10,28,42
1260,68362481,2683600,2683650,1248100,1248150,0,0,3,0,0,0,3,3,5,0,0,0,0,8,11
1261,68362523,2683600,2683650,1252300,1252350,3,3,5,3,10,7,31,3,3,7,13,17,24,67,98
1262,68362476,2683600,2683650,1247600,1247650,0,0,3,0,0,0,3,0,3,3,0,0,0,6,9
1263,68362518,2683600,2683650,1251800,1251850,0,3,0,3,0,0,6,3,4,3,3,0,0,13,19
1264,68372482,2683700,2683750,1248200,1248250,3,3,0,3,0,0,9,0,0,0,3,0,0,3,12
1265,68372527,2683700,2683750,1252700,1252750,3,0,3,3,0,0,9,3,0,3,0,0,0,6,15
1266,68372483,2683700,2683750,1248300,1248350,3,4,3,0,0,0,10,0,3,3,3,3,3,15,25
1267,68372507,2683700,2683750,1250700,1250750,3,3,3,3,3,0,15,6,3,3,0,3,3,18,33
1268,68372469,2683700,2683750,1246900,1246950,0,0,3,0,0,0,3,0,3,0,0,0,0,3,6
1269,68372531,2683700,2683750,1253100,1253150,3,5,3,3,0,0,14,4,3,3,3,3,0,16,30
1270,68372516,2683700,2683750,1251600,1251650,3,0,3,0,0,0,6,0,3,3,0,0,0,6,12
1271,68382532,2683800,2683850,1253200,1253250,3,3,0,3,3,0,12,6,3,0,3,0,0,12,24
1272,68382512,2683800,2683850,1251200,1251250,0,3,0,3,0,0,6,4,3,0,3,3,0,13,19
1273,68382535,2683800,2683850,1253500,1253550,3,0,0,0,0,0,3,3,3,3,3,3,0,15,18
1274,68382513,2683800,2683850,1251300,1251350,3,3,5,8,10,12,41,0,0,4,14,28,41,87,128
1275,68382526,2683800,2683850,1252600,1252650,3,0,0,3,0,0,6,0,3,3,0,0,0,6,12
1276,68382466,2683800,2683850,1246600,1246650,0,3,0,3,3,0,9,0,3,3,0,3,0,9,18
1277,68382491,2683800,2683850,1249100,1249150,3,4,3,0,0,3,13,3,3,3,3,0,0,12,25
1278,68392465,2683900,2683950,1246500,1246550,4,3,4,3,0,0,14,3,5,0,3,0,0,11,25
1279,68392526,2683900,2683950,1252600,1252650,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3
1280,68402490,2684000,2684050,1249000,1249050,3,3,3,3,0,3,15,3,0,3,3,3,0,12,27
1281,68402531,2684000,2684050,1253100,1253150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1282,68402511,2684000,2684050,1251100,1251150,3,3,3,0,3,0,12,3,0,3,4,4,3,17,29
1283,68402464,2684000,2684050,1246400,1246450,3,3,5,3,0,0,14,3,4,4,0,0,3,14,28
1284,68402514,2684000,2684050,1251400,1251450,0,3,4,3,3,0,13,6,3,3,3,0,3,18,31
1285,68402467,2684000,2684050,1246700,1246750,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3
1286,68412483,2684100,2684150,1248300,1248350,0,3,0,0,0,0,3,0,3,3,0,3,0,9,12
1287,68422514,2684200,2684250,1251400,1251450,3,3,0,0,3,3,12,3,0,3,3,0,3,12,24
1288,68422511,2684200,2684250,1251100,1251150,6,3,0,0,0,3,12,3,0,3,3,3,3,15,27
1289,68422476,2684200,2684250,1247600,1247650,0,3,3,0,0,0,6,3,5,0,0,3,0,11,17
1290,68422454,2684200,2684250,1245400,1245450,5,0,0,0,0,0,5,3,3,0,0,0,0,6,11
1291,68422479,2684200,2684250,1247900,1247950,0,3,0,0,0,0,3,0,3,0,0,0,0,3,6
1292,68432518,2684300,2684350,1251800,1251850,3,0,3,0,0,0,6,3,0,3,0,0,3,9,15
1293,68432475,2684300,2684350,1247500,1247550,3,5,0,3,3,0,14,3,3,4,3,0,3,16,30
1294,68442454,2684400,2684450,1245400,1245450,6,3,3,3,3,0,18,6,5,3,5,3,3,25,43
1295,68442473,2684400,2684450,1247300,1247350,3,0,3,3,3,0,12,3,0,3,3,0,0,9,21
1296,68442490,2684400,2684450,1249000,1249050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1297,68452482,2684500,2684550,1248200,1248250,0,0,3,3,0,0,6,0,3,3,3,0,0,9,15
1298,68472513,2684700,2684750,1251300,1251350,4,3,3,8,0,0,18,4,5,9,5,3,0,26,44
1299,68472478,2684700,2684750,1247800,1247850,3,4,3,3,0,0,13,3,3,5,3,3,0,17,30
1300,68482461,2684800,2684850,1246100,1246150,7,6,3,3,4,0,23,3,3,4,3,4,3,20,43
1301,68482472,2684800,2684850,1247200,1247250,3,3,0,3,0,0,9,3,3,3,0,0,0,9,18
1302,68492509,2684900,2684950,1250900,1250950,0,0,3,0,0,0,3,0,3,0,0,3,0,6,9
1303,68492462,2684900,2684950,1246200,1246250,3,0,3,3,0,0,9,3,0,3,0,0,0,6,15
1304,68492460,2684900,2684950,1246000,1246050,3,3,3,3,0,0,12,5,3,3,3,3,0,17,29
1305,68492483,2684900,2684950,1248300,1248350,3,3,0,3,3,0,12,3,3,3,3,0,0,12,24
1306,68492516,2684900,2684950,1251600,1251650,3,0,0,0,3,0,6,0,0,3,3,0,0,6,12
1307,68502477,2685000,2685050,1247700,1247750,0,3,3,3,0,0,9,3,3,3,0,3,0,12,21
1308,68502509,2685000,2685050,1250900,1250950,0,3,0,3,0,0,6,0,3,3,0,0,0,6,12
1309,68502459,2685000,2685050,1245900,1245950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1310,68502517,2685000,2685050,1251700,1251750,5,5,3,3,3,3,22,5,6,7,6,3,3,30,52
1311,68512472,2685100,2685150,1247200,1247250,0,0,3,3,0,0,6,0,0,3,3,0,0,6,12
1312,68512452,2685100,2685150,1245200,1245250,0,0,3,0,0,3,6,3,0,3,0,0,0,6,12
1313,68522461,2685200,2685250,1246100,1246150,3,3,3,0,0,0,9,5,3,3,3,3,3,20,29
1314,68522449,2685200,2685250,1244900,1244950,0,3,3,3,0,0,9,4,0,3,3,3,0,13,22
1315,68532471,2685300,2685350,1247100,1247150,3,0,0,0,3,0,6,0,0,0,0,0,3,3,9
1316,68532448,2685300,2685350,1244800,1244850,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3
1317,68542467,2685400,2685450,1246700,1246750,3,3,3,3,0,0,12,0,3,3,3,3,0,12,24
1318,68562464,2685600,2685650,1246400,1246450,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3
1319,68562504,2685600,2685650,1250400,1250450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320,68562508,2685600,2685650,1250800,1250850,3,3,3,3,3,0,15,3,3,3,0,3,0,12,27
1321,68592450,2685900,2685950,1245000,1245050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1322,68612458,2686100,2686150,1245800,1245850,3,3,3,0,0,0,9,3,3,3,3,0,0,12,21
1323,68622508,2686200,2686250,1250800,1250850,3,0,0,3,0,0,6,0,0,0,3,3,0,6,12
1324,68632508,2686300,2686350,1250800,1250850,0,0,0,3,0,0,3,4,3,3,0,3,3,16,19
1325,68632512,2686300,2686350,1251200,1251250,3,3,3,0,3,0,12,4,4,3,3,3,3,20,32
1326,68642459,2686400,2686450,1245900,1245950,0,0,3,0,0,0,3,3,3,0,0,0,3,9,12
1327,68642511,2686400,2686450,1251100,1251150,3,3,0,3,0,0,9,3,0,0,0,0,0,3,12
1328,68642451,2686400,2686450,1245100,1245150,0,0,0,3,0,0,3,0,3,0,0,0,0,3,6
1329,68662459,2686600,2686650,1245900,1245950,3,3,0,0,0,0,6,3,3,3,0,0,0,9,15
1330,68662510,2686600,2686650,1251000,1251050,0,0,0,3,0,0,3,0,3,0,3,3,0,9,12
1331,68672506,2686700,2686750,1250600,1250650,3,0,0,7,4,0,14,3,3,3,5,4,3,21,35
1332,68672460,2686700,2686750,1246000,1246050,3,3,3,3,0,0,12,4,3,3,4,3,3,20,32
1333,68682510,2686800,2686850,1251000,1251050,3,3,0,3,3,3,15,4,4,4,5,3,5,25,40
1334,68692461,2686900,2686950,1246100,1246150,6,6,3,3,3,0,21,4,5,9,8,5,3,34,55
1335,68702465,2687000,2687050,1246500,1246550,3,3,0,0,0,0,6,3,0,3,0,0,0,6,12
1336,68702456,2687000,2687050,1245600,1245650,3,0,0,0,0,3,6,0,3,0,0,0,3,6,12
1337,68712455,2687100,2687150,1245500,1245550,3,0,3,3,3,0,12,3,3,3,0,0,0,9,21
1338,68712512,2687100,2687150,1251200,1251250,3,3,0,0,0,0,6,3,0,0,3,0,0,6,12
1339,68732454,2687300,2687350,1245400,1245450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1340,68742464,2687400,2687450,1246400,1246450,0,3,0,0,0,0,3,0,3,0,0,0,0,3,6
1341,68752461,2687500,2687550,1246100,1246150,3,0,3,3,0,0,9,3,3,4,3,3,0,16,25
1342,68772462,2687700,2687750,1246200,1246250,3,3,0,3,0,0,9,3,0,3,3,3,0,12,21
1343,68812456,2688100,2688150,1245600,1245650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1344,67772465,2677700,2677750,1246500,1246550,0,0,0,3,0,0,3,3,0,0,0,0,3,6,9
1345,67772493,2677700,2677750,1249300,1249350,6,3,3,3,3,3,21,3,5,4,5,4,4,25,46
1346,67782497,2677800,2677850,1249700,1249750,3,3,0,0,0,0,6,3,3,0,0,3,3,12,18
1347,67802496,2678000,2678050,1249600,1249650,3,0,0,0,0,0,3,3,0,0,0,0,0,3,6
1348,67842489,2678400,2678450,1248900,1248950,3,3,3,3,3,0,15,3,3,3,3,3,0,15,30
1349,67852513,2678500,2678550,1251300,1251350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1350,67862510,2678600,2678650,1251000,1251050,0,3,3,0,3,0,9,3,6,0,4,0,0,13,22
1351,67872484,2678700,2678750,1248400,1248450,0,0,3,3,0,3,9,3,3,3,3,0,0,12,21
1352,67872487,2678700,2678750,1248700,1248750,4,5,3,3,0,3,18,4,3,3,4,3,0,17,35
1353,67872512,2678700,2678750,1251200,1251250,3,3,0,0,0,0,6,3,0,0,3,3,3,12,18
1354,67872498,2678700,2678750,1249800,1249850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1355,67882478,2678800,2678850,1247800,1247850,0,4,3,0,4,3,14,4,3,4,3,3,3,20,34
1356,67892514,2678900,2678950,1251400,1251450,3,4,5,4,5,6,27,4,7,7,13,18,29,78,105
1357,67892518,2678900,2678950,1251800,1251850,3,0,0,0,0,3,6,3,0,3,0,0,0,6,12
1358,67892487,2678900,2678950,1248700,1248750,3,3,4,3,5,3,21,4,5,5,4,7,4,29,50
1359,67892493,2678900,2678950,1249300,1249350,3,3,0,3,3,3,15,4,0,3,3,3,0,13,28
1360,67902510,2679000,2679050,1251000,1251050,0,3,3,3,0,3,12,0,4,4,3,3,0,14,26
1361,67902480,2679000,2679050,1248000,1248050,3,3,3,0,0,3,12,3,3,3,3,3,0,15,27
1362,67902479,2679000,2679050,1247900,1247950,3,8,4,3,3,3,24,4,8,5,4,6,4,31,55
1363,67902500,2679000,2679050,1250000,1250050,3,3,3,0,0,0,9,4,4,4,0,0,0,12,21
1364,67902496,2679000,2679050,1249600,1249650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1365,67912492,2679100,2679150,1249200,1249250,3,3,3,0,5,0,14,3,3,3,4,4,4,21,35
1366,67912471,2679100,2679150,1247100,1247150,3,3,0,0,0,0,6,3,0,0,3,0,0,6,12
1367,67932508,2679300,2679350,1250800,1250850,3,3,3,3,0,0,12,3,0,3,3,3,3,15,27
1368,67942508,2679400,2679450,1250800,1250850,6,0,0,0,0,0,6,3,3,0,3,0,0,9,15
1369,67952491,2679500,2679550,1249100,1249150,3,3,0,0,3,0,9,3,0,0,0,0,0,3,12
1370,67952466,2679500,2679550,1246600,1246650,3,3,0,3,0,0,9,0,3,3,3,3,0,12,21
1371,67962469,2679600,2679650,1246900,1246950,4,3,5,3,0,3,18,3,3,3,3,3,3,18,36
1372,67962473,2679600,2679650,1247300,1247350,3,0,3,3,3,0,12,0,0,3,3,3,0,9,21
1373,68002475,2680000,2680050,1247500,1247550,3,6,3,3,0,3,18,4,5,3,3,0,3,18,36
1374,68002511,2680000,2680050,1251100,1251150,0,3,0,3,0,0,6,0,0,3,3,0,0,6,12
1375,68012487,2680100,2680150,1248700,1248750,5,4,0,4,3,0,16,4,3,3,0,3,3,16,32
1376,68012507,2680100,2680150,1250700,1250750,3,3,0,3,0,0,9,3,3,3,0,0,0,9,18
1377,68012477,2680100,2680150,1247700,1247750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1378,68022482,2680200,2680250,1248200,1248250,3,0,3,0,0,0,6,0,0,3,0,3,3,9,15
1379,68022531,2680200,2680250,1253100,1253150,3,3,3,0,0,0,9,3,3,0,0,0,0,6,15
1380,68022469,2680200,2680250,1246900,1246950,3,3,0,3,3,0,12,3,0,3,3,0,0,9,21
1381,68032504,2680300,2680350,1250400,1250450,3,3,3,3,0,0,12,0,0,3,3,3,0,9,21
1382,68042471,2680400,2680450,1247100,1247150,3,3,0,3,3,0,12,6,8,3,3,0,0,20,32
1383,68042500,2680400,2680450,1250000,1250050,0,0,0,3,0,0,3,3,3,3,0,0,0,9,12
1384,68042461,2680400,2680450,1246100,1246150,3,3,3,3,0,3,15,3,4,4,0,5,3,19,34
1385,68052464,2680500,2680550,1246400,1246450,3,0,0,0,0,0,3,3,0,3,0,0,0,6,9
1386,68062497,2680600,2680650,1249700,1249750,0,4,3,3,0,0,10,3,4,3,3,3,0,16,26
1387,68062469,2680600,2680650,1246900,1246950,3,3,3,0,0,0,9,0,3,0,3,0,0,6,15
1388,68062530,2680600,2680650,1253000,1253050,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3
1389,68062508,2680600,2680650,1250800,1250850,0,0,3,0,0,0,3,0,3,0,0,0,0,3,6
1390,68072486,2680700,2680750,1248600,1248650,3,0,3,3,0,0,9,5,3,0,0,3,3,14,23
1391,68072455,2680700,2680750,1245500,1245550,0,3,3,0,0,0,6,3,3,0,3,3,0,12,18
1392,68072487,2680700,2680750,1248700,1248750,0,3,0,3,3,0,9,3,0,0,3,0,0,6,15
1393,68082464,2680800,2680850,1246400,1246450,8,4,3,3,0,0,18,8,3,0,3,0,0,14,32
1394,68082497,2680800,2680850,1249700,1249750,3,0,3,0,3,0,9,0,3,0,3,0,0,6,15
1395,68082526,2680800,2680850,1252600,1252650,0,3,3,0,0,0,6,3,4,0,0,3,0,10,16
1396,68092501,2680900,2680950,1250100,1250150,0,0,3,0,3,0,6,0,3,3,0,0,0,6,12
1397,68092467,2680900,2680950,1246700,1246750,0,4,3,0,0,0,7,5,3,3,3,0,0,14,21
1398,68102458,2681000,2681050,1245800,1245850,0,0,3,0,3,0,6,0,3,3,3,0,0,9,15
1399,68112501,2681100,2681150,1250100,1250150,3,3,4,4,0,0,14,3,3,4,3,0,3,16,30
1400,68112454,2681100,2681150,1245400,1245450,3,3,3,3,0,3,15,3,0,3,3,0,0,9,24
1401,68112519,2681100,2681150,1251900,1251950,0,0,0,0,3,0,3,3,3,0,3,3,0,12,15
1402,68112457,2681100,2681150,1245700,1245750,6,7,4,8,3,3,31,4,8,7,10,17,25,71,102
1403,68112493,2681100,2681150,1249300,1249350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1404,68112458,2681100,2681150,1245800,1245850,5,5,3,3,4,3,23,4,9,4,11,9,6,43,66
1405,68112459,2681100,2681150,1245900,1245950,3,3,3,3,3,0,15,0,3,3,3,3,0,12,27
1406,68112489,2681100,2681150,1248900,1248950,3,3,3,0,0,0,9,3,0,0,0,0,0,3,12
1407,68122491,2681200,2681250,1249100,1249150,3,3,3,0,0,3,12,3,0,3,3,0,0,9,21
1408,68122427,2681200,2681250,1242700,1242750,3,3,3,0,0,0,9,3,3,3,0,0,0,9,18
1409,68132428,2681300,2681350,1242800,1242850,0,0,3,3,0,0,6,0,0,3,0,0,0,3,9
1410,68132498,2681300,2681350,1249800,1249850,3,3,0,0,0,3,9,3,3,3,3,3,3,18,27
1411,68132518,2681300,2681350,1251800,1251850,3,3,0,0,3,0,9,5,3,4,3,0,0,15,24
1412,68132458,2681300,2681350,1245800,1245850,3,4,3,0,3,3,16,3,7,3,3,3,0,19,35
1413,68132462,2681300,2681350,1246200,1246250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1414,68142480,2681400,2681450,1248000,1248050,5,3,3,0,3,0,14,5,3,3,3,0,3,17,31
1415,68142477,2681400,2681450,1247700,1247750,3,0,0,0,0,0,3,3,0,3,0,0,0,6,9
1416,68142472,2681400,2681450,1247200,1247250,0,3,0,3,3,0,9,3,3,3,3,3,0,15,24
1417,68142476,2681400,2681450,1247600,1247650,5,3,3,0,3,0,14,6,3,0,0,3,0,12,26
1418,68142521,2681400,2681450,1252100,1252150,3,0,3,0,0,0,6,3,0,0,3,0,0,6,12
1419,68142430,2681400,2681450,1243000,1243050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1420,68142537,2681400,2681450,1253700,1253750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1421,68152470,2681500,2681550,1247000,1247050,3,4,3,0,3,0,13,5,8,3,3,3,0,22,35
1422,68152498,2681500,2681550,1249800,1249850,3,4,3,3,0,3,16,4,6,3,3,3,3,22,38
1423,68152432,2681500,2681550,1243200,1243250,0,0,3,0,0,3,6,3,3,3,0,0,0,9,15
1424,68152462,2681500,2681550,1246200,1246250,3,3,0,3,3,0,12,3,3,3,3,0,3,15,27
1425,68152511,2681500,2681550,1251100,1251150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1426,68162459,2681600,2681650,1245900,1245950,3,3,3,0,0,0,9,3,0,3,0,0,0,6,15
1427,68162531,2681600,2681650,1253100,1253150,3,3,3,0,0,3,12,3,3,3,0,0,0,9,21
1428,68162423,2681600,2681650,1242300,1242350,0,3,3,0,0,0,6,0,3,3,0,0,0,6,12
1429,68162517,2681600,2681650,1251700,1251750,3,0,3,3,0,3,12,3,3,3,3,0,0,12,24
1430,68162467,2681600,2681650,1246700,1246750,3,3,0,3,0,0,9,3,3,3,3,0,0,12,21
1431,68172466,2681700,2681750,1246600,1246650,3,4,3,3,3,0,16,4,3,4,3,0,0,14,30
1432,68172473,2681700,2681750,1247300,1247350,12,8,3,3,3,3,32,9,7,12,5,0,3,36,68
1433,68172479,2681700,2681750,1247900,1247950,4,3,3,3,3,0,16,5,3,4,3,3,0,18,34
1434,68172500,2681700,2681750,1250000,1250050,3,3,0,3,3,0,12,3,3,3,3,0,0,12,24
1435,68172461,2681700,2681750,1246100,1246150,0,0,0,0,0,0,0,3,3,3,3,0,0,12,12
1436,68172494,2681700,2681750,1249400,1249450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1437,68182516,2681800,2681850,1251600,1251650,3,0,3,0,3,0,9,0,3,3,0,0,3,9,18
1438,68182491,2681800,2681850,1249100,1249150,3,3,3,0,0,0,9,3,0,0,0,0,0,3,12
1439,68182466,2681800,2681850,1246600,1246650,0,3,0,0,3,0,6,0,3,0,3,0,0,6,12
1440,68182488,2681800,2681850,1248800,1248850,3,3,3,3,3,0,15,3,4,3,3,3,0,16,31
1441,68192475,2681900,2681950,1247500,1247550,0,3,3,3,0,0,9,3,0,0,0,3,0,6,15
1442,68192502,2681900,2681950,1250200,1250250,3,3,3,3,0,0,12,5,3,4,3,0,3,18,30
1443,68192483,2681900,2681950,1248300,1248350,3,0,3,0,0,0,6,0,0,0,0,0,0,0,6
1444,68192491,2681900,2681950,1249100,1249150,3,3,3,3,0,0,12,0,0,3,0,3,0,6,18
1445,68192494,2681900,2681950,1249400,1249450,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3
1446,68192464,2681900,2681950,1246400,1246450,3,3,3,0,0,0,9,3,3,3,0,0,3,12,21
1447,68202471,2682000,2682050,1247100,1247150,5,3,3,3,3,3,20,4,4,3,3,3,3,20,40
1448,68202460,2682000,2682050,1246000,1246050,0,0,3,0,0,0,3,3,3,0,3,0,0,9,12
1449,68202465,2682000,2682050,1246500,1246550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1450,68202490,2682000,2682050,1249000,1249050,3,3,0,3,0,0,9,3,3,3,3,0,0,12,21
1451,68202503,2682000,2682050,1250300,1250350,3,0,0,0,0,0,3,3,0,3,0,0,0,6,9
1452,68202492,2682000,2682050,1249200,1249250,3,3,0,0,0,0,6,3,0,0,3,0,0,6,12
1453,68212455,2682100,2682150,1245500,1245550,3,3,0,3,3,0,12,0,3,3,3,0,0,9,21
1454,68212522,2682100,2682150,1252200,1252250,0,3,0,0,0,0,3,3,3,3,0,3,0,12,15
1455,68212463,2682100,2682150,1246300,1246350,0,4,0,0,0,0,4,3,3,0,0,0,0,6,10
1456,68212470,2682100,2682150,1247000,1247050,0,0,3,0,0,0,3,0,0,0,0,0,3,3,6
1457,68222463,2682200,2682250,1246300,1246350,3,3,0,3,0,0,9,4,3,3,0,0,3,13,22
1458,68222483,2682200,2682250,1248300,1248350,3,3,0,0,0,0,6,3,3,0,0,0,0,6,12
1459,68222434,2682200,2682250,1243400,1243450,3,3,0,3,3,3,15,0,3,3,3,5,0,14,29
1460,68222432,2682200,2682250,1243200,1243250,6,11,6,15,7,8,53,6,14,19,20,33,38,130,183
1461,68232455,2682300,2682350,1245500,1245550,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3
1462,68232497,2682300,2682350,1249700,1249750,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3
1463,68232432,2682300,2682350,1243200,1243250,0,3,3,0,3,0,9,0,7,4,0,3,0,14,23
1464,68232479,2682300,2682350,1247900,1247950,0,3,3,0,0,0,6,3,3,0,0,0,0,6,12
1465,68232463,2682300,2682350,1246300,1246350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1466,68242429,2682400,2682450,1242900,1242950,0,3,0,3,3,0,9,3,3,6,3,3,0,18,27
1467,68242481,2682400,2682450,1248100,1248150,3,3,3,0,3,0,12,6,3,3,0,0,0,12,24
1468,68252494,2682500,2682550,1249400,1249450,9,3,3,0,0,3,18,4,4,3,3,3,3,20,38
1469,68252507,2682500,2682550,1250700,1250750,0,3,0,0,0,0,3,0,3,0,3,0,0,6,9
1470,68252493,2682500,2682550,1249300,1249350,3,5,3,3,0,0,14,4,3,3,0,0,3,13,27
1471,68252476,2682500,2682550,1247600,1247650,3,3,3,0,0,0,9,3,0,3,0,0,0,6,15
1472,68252463,2682500,2682550,1246300,1246350,3,0,0,3,0,0,6,0,0,3,3,3,0,9,15
1473,68262433,2682600,2682650,1243300,1243350,3,0,3,0,0,0,6,0,4,3,0,0,0,7,13
1474,68262511,2682600,2682650,1251100,1251150,3,3,3,3,0,3,15,4,0,3,3,0,3,13,28
1475,68262499,2682600,2682650,1249900,1249950,3,0,0,0,3,3,9,3,0,3,0,3,0,9,18
1476,68262450,2682600,2682650,1245000,1245050,0,0,3,0,0,0,3,0,0,0,0,3,0,3,6
1477,68272496,2682700,2682750,1249600,1249650,3,0,0,0,0,0,3,3,0,3,0,0,0,6,9
1478,68272514,2682700,2682750,1251400,1251450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1479,68272460,2682700,2682750,1246000,1246050,3,3,0,3,0,0,9,0,3,3,3,0,3,12,21
