OBJECTID,RELI,E_KOORD,E_ZENTER,N_KOORD,N_ZENTER,B20BM14,B20BM15,B20BM16,B20BM17,B20BM18,B20BM19,M_TOT,B20BW14,B20BW15,B20BW16,B20BW17,B20BW18,B20BW19,W_TOT,TOT
3364,68052522,2680500,2680550,1252200,1252250,3,3,3,3,0,0,12,3,3,0,3,3,0,12,24
3365,68052531,2680500,2680550,1253100,1253150,0,3,0,0,3,0,6,0,3,0,0,0,0,3,9
3366,68052483,2680500,2680550,1248300,1248350,3,3,3,3,0,0,12,3,4,0,0,0,0,7,19
3367,68062500,2680600,2680650,1250000,1250050,3,3,0,3,0,0,9,3,0,3,3,3,3,15,24
3368,68062525,2680600,2680650,1252500,1252550,3,3,3,0,3,3,15,3,3,0,0,4,0,10,25
3369,68062504,2680600,2680650,1250400,1250450,3,3,3,3,0,0,12,3,3,3,3,0,0,12,24
3370,68062498,2680600,2680650,1249800,1249850,3,3,3,0,3,0,12,3,0,0,0,3,0,6,18
3371,68072501,2680700,2680750,1250100,1250150,3,3,0,0,0,0,6,3,3,0,3,0,0,9,15
3372,68072505,2680700,2680750,1250500,1250550,3,4,3,4,3,0,17,4,3,6,5,3,0,21,38
3373,68072507,2680700,2680750,1250700,1250750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3374,68082520,2680800,2680850,1252000,1252050,0,0,3,3,0,0,6,3,3,3,0,0,0,9,15
3375,68082460,2680800,2680850,1246000,1246050,3,3,3,3,3,3,18,3,5,4,3,3,3,21,39
3376,68082481,2680800,2680850,1248100,1248150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3377,68082528,2680800,2680850,1252800,1252850,0,0,0,3,0,0,3,0,0,3,0,0,0,3,6
3378,68092495,2680900,2680950,1249500,1249550,3,0,0,0,0,0,3,3,0,0,0,0,0,3,6
3379,68092531,2680900,2680950,1253100,1253150,3,5,3,3,3,0,17,3,4,3,4,3,0,17,34
3380,68092420,2680900,2680950,1242000,1242050,3,3,0,3,0,0,9,4,3,3,0,0,0,10,19
3381,68102471,2681000,2681050,1247100,1247150,3,7,4,3,0,0,17,4,3,8,0,0,0,15,32
3382,68102459,2681000,2681050,1245900,1245950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3383,68102499,2681000,2681050,1249900,1249950,3,3,3,0,0,0,9,3,3,3,3,3,3,18,27
3384,68102520,2681000,2681050,1252000,1252050,3,3,3,0,0,0,9,0,3,0,0,3,0,6,15
3385,68102486,2681000,2681050,1248600,1248650,3,0,3,3,0,0,9,4,3,0,0,0,3,10,19
3386,68102460,2681000,2681050,1246000,1246050,0,3,0,0,0,3,6,3,3,0,0,0,0,6,12
3387,68112470,2681100,2681150,1247000,1247050,3,4,5,3,3,0,18,4,3,4,3,3,3,20,38
3388,68112427,2681100,2681150,1242700,1242750,0,3,4,0,3,0,10,3,3,3,0,3,0,12,22
3389,68122479,2681200,2681250,1247900,1247950,5,3,3,3,0,0,14,9,5,8,3,3,0,28,42
3390,68122519,2681200,2681250,1251900,1251950,3,3,0,0,0,0,6,3,4,0,0,3,3,13,19
3391,68122470,2681200,2681250,1247000,1247050,3,3,0,0,0,0,6,0,3,0,3,0,0,6,12
3392,68122481,2681200,2681250,1248100,1248150,3,3,0,0,0,0,6,4,0,0,0,0,3,7,13
3393,68122483,2681200,2681250,1248300,1248350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3394,68132422,2681300,2681350,1242200,1242250,9,16,5,4,6,7,47,13,7,11,12,28,28,99,146
3395,68132473,2681300,2681350,1247300,1247350,3,3,0,0,0,0,6,3,3,3,0,3,0,12,18
3396,68132521,2681300,2681350,1252100,1252150,3,3,0,3,0,3,12,0,3,3,0,3,0,9,21
3397,68132522,2681300,2681350,1252200,1252250,3,0,3,0,3,3,12,0,3,3,3,3,3,15,27
3398,68132457,2681300,2681350,1245700,1245750,3,0,0,0,0,0,3,0,3,0,0,0,0,3,6
3399,68132482,2681300,2681350,1248200,1248250,3,3,3,3,0,0,12,3,4,3,3,0,0,13,25
3400,68142427,2681400,2681450,1242700,1242750,4,0,3,3,0,0,10,3,3,0,3,0,0,9,19
3401,68142518,2681400,2681450,1251800,1251850,0,0,0,0,0,0,0,3,3,0,0,3,0,9,9
3402,68142458,2681400,2681450,1245800,1245850,3,3,3,3,0,0,12,3,3,3,3,0,0,12,24
3403,68142465,2681400,2681450,1246500,1246550,3,3,3,3,0,0,12,4,3,3,0,3,0,13,25
3404,68142520,2681400,2681450,1252000,1252050,3,0,3,3,3,0,12,3,3,0,3,3,0,12,24
3405,68142433,2681400,2681450,1243300,1243350,6,0,3,3,3,3,18,3,3,3,3,3,0,15,33
3406,68142429,2681400,2681450,1242900,1242950,0,0,3,0,0,0,3,0,3,0,0,0,0,3,6
3407,68142497,2681400,2681450,1249700,1249750,3,3,0,0,0,0,6,3,3,3,0,3,0,12,18
3408,68142421,2681400,2681450,1242100,1242150,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3
3409,68152469,2681500,2681550,1246900,1246950,3,3,0,3,0,0,9,3,0,3,3,0,0,9,18
3410,68152492,2681500,2681550,1249200,1249250,3,3,0,3,0,0,9,3,0,0,0,0,0,3,12
3411,68162422,2681600,2681650,1242200,1242250,3,0,0,0,3,0,6,3,0,0,3,0,0,6,12
3412,68162435,2681600,2681650,1243500,1243550,3,0,0,0,0,0,3,3,3,3,0,0,0,9,12
3413,68172497,2681700,2681750,1249700,1249750,3,0,4,3,0,0,10,5,3,4,3,3,0,18,28
3414,68172460,2681700,2681750,1246000,1246050,7,3,3,3,0,0,16,4,3,3,0,0,0,10,26
3415,68172531,2681700,2681750,1253100,1253150,3,0,3,3,3,0,12,3,3,0,0,0,0,6,18
3416,68172471,2681700,2681750,1247100,1247150,3,0,3,3,0,0,9,3,3,0,3,3,0,12,21
3417,68172444,2681700,2681750,1244400,1244450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3418,68182478,2681800,2681850,1247800,1247850,8,4,0,4,0,0,16,10,4,4,3,3,3,27,43
3419,68182502,2681800,2681850,1250200,1250250,3,0,3,0,0,3,9,3,4,0,3,0,0,10,19
3420,68182442,2681800,2681850,1244200,1244250,0,0,0,0,0,0,0,3,3,0,0,0,0,6,6
3421,68192532,2681900,2681950,1253200,1253250,3,0,0,3,0,0,6,3,3,0,3,0,0,9,15
3422,68192492,2681900,2681950,1249200,1249250,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3
3423,68192439,2681900,2681950,1243900,1243950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3424,68202514,2682000,2682050,1251400,1251450,0,3,3,3,3,3,15,0,3,3,3,3,3,15,30
3425,68202478,2682000,2682050,1247800,1247850,3,3,0,0,0,0,6,3,0,0,0,3,0,6,12
3426,68202440,2682000,2682050,1244000,1244050,0,3,3,3,3,0,12,5,0,3,3,3,0,14,26
3427,68202446,2682000,2682050,1244600,1244650,3,3,3,0,0,0,9,3,4,3,0,3,0,13,22
3428,68202513,2682000,2682050,1251300,1251350,0,0,0,0,0,0,0,0,0,3,3,0,0,6,6
3429,68202512,2682000,2682050,1251200,1251250,0,0,0,0,3,0,3,0,0,4,0,3,0,7,10
3430,67982445,2679800,2679850,1244500,1244550,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3
3431,68122496,2681200,2681250,1249600,1249650,3,3,0,0,0,0,6,3,0,3,0,0,0,6,12
3432,68052475,2680500,2680550,1247500,1247550,0,3,0,0,3,0,6,3,0,0,0,0,0,3,9
3433,67782494,2677800,2677850,1249400,1249450,3,6,8,8,5,3,33,4,10,13,4,14,3,48,81
3434,67792496,2677900,2677950,1249600,1249650,4,4,3,3,0,0,14,3,3,0,3,0,0,9,23
3435,67802494,2678000,2678050,1249400,1249450,3,3,3,3,0,0,12,3,4,3,3,3,0,16,28
3436,67802497,2678000,2678050,1249700,1249750,3,3,0,3,0,0,9,3,3,3,0,0,0,9,18
3437,67802489,2678000,2678050,1248900,1248950,3,3,3,3,0,0,12,3,3,0,0,3,0,9,21
3438,67812496,2678100,2678150,1249600,1249650,4,3,3,3,0,0,13,7,3,3,3,0,0,16,29
3439,67812484,2678100,2678150,1248400,1248450,0,3,0,3,0,0,6,0,0,3,0,0,0,3,9
3440,67822488,2678200,2678250,1248800,1248850,3,0,0,3,0,0,6,4,3,3,3,3,3,19,25
3441,67822521,2678200,2678250,1252100,1252150,3,0,3,0,0,0,6,0,3,0,3,0,0,6,12
3442,67832518,2678300,2678350,1251800,1251850,3,0,3,0,0,3,9,3,3,3,3,3,3,18,27
3443,67842522,2678400,2678450,1252200,1252250,3,0,3,0,0,0,6,3,0,0,3,0,0,6,12
3444,67852514,2678500,2678550,1251400,1251450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3445,67852487,2678500,2678550,1248700,1248750,4,3,4,3,3,0,17,4,3,3,3,3,3,19,36
3446,67862484,2678600,2678650,1248400,1248450,4,3,3,0,3,0,13,4,3,3,3,0,0,13,26
3447,67862493,2678600,2678650,1249300,1249350,4,3,3,3,0,0,13,3,3,3,0,3,3,15,28
3448,67862490,2678600,2678650,1249000,1249050,5,3,4,3,3,0,18,3,3,3,3,3,0,15,33
3449,67862496,2678600,2678650,1249600,1249650,3,0,0,0,0,0,3,0,0,3,0,0,0,3,6
3450,67862492,2678600,2678650,1249200,1249250,5,0,3,3,0,0,11,4,0,3,3,3,0,13,24
3451,67872477,2678700,2678750,1247700,1247750,3,3,3,3,3,0,15,3,3,3,4,3,3,19,34
3452,67872493,2678700,2678750,1249300,1249350,3,3,0,0,0,0,6,3,0,0,0,0,0,3,9
3453,67872480,2678700,2678750,1248000,1248050,3,0,3,0,0,0,6,0,3,0,3,0,0,6,12
3454,67872510,2678700,2678750,1251000,1251050,3,3,3,0,3,3,15,3,3,4,3,5,3,21,36
3455,67882487,2678800,2678850,1248700,1248750,4,5,3,3,3,0,18,9,5,3,6,6,3,32,50
3456,67882491,2678800,2678850,1249100,1249150,3,0,0,0,0,0,3,3,3,3,3,3,0,15,18
3457,67882500,2678800,2678850,1250000,1250050,9,5,5,0,0,0,19,11,6,3,3,3,0,26,45
3458,67892480,2678900,2678950,1248000,1248050,0,5,3,3,3,0,14,6,5,3,4,3,3,24,38
3459,67892494,2678900,2678950,1249400,1249450,3,3,3,0,0,3,12,5,4,4,0,0,0,13,25
3460,67902474,2679000,2679050,1247400,1247450,3,3,3,0,3,0,12,3,0,3,3,3,0,12,24
3461,67912506,2679100,2679150,1250600,1250650,0,3,0,3,3,0,9,0,3,0,4,0,0,7,16
3462,67912498,2679100,2679150,1249800,1249850,3,0,3,3,0,0,9,3,3,3,0,0,0,9,18
3463,67922485,2679200,2679250,1248500,1248550,0,3,3,3,3,3,15,3,5,3,4,3,0,18,33
3464,67922507,2679200,2679250,1250700,1250750,3,0,3,0,3,0,9,3,3,3,0,0,0,9,18
3465,67922486,2679200,2679250,1248600,1248650,3,3,0,0,0,0,6,3,3,0,0,3,0,9,15
3466,67932491,2679300,2679350,1249100,1249150,4,4,3,3,0,0,14,7,3,3,3,0,0,16,30
3467,67932507,2679300,2679350,1250700,1250750,3,3,3,3,3,0,15,3,3,3,3,0,0,12,27
3468,67932473,2679300,2679350,1247300,1247350,3,0,3,3,0,3,12,3,3,3,3,0,3,15,27
3469,67932475,2679300,2679350,1247500,1247550,0,3,0,0,0,0,3,3,3,0,0,3,0,9,12
3470,67942482,2679400,2679450,1248200,1248250,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3
3471,67942501,2679400,2679450,1250100,1250150,3,3,3,3,3,0,15,3,3,3,3,3,3,18,33
3472,67942471,2679400,2679450,1247100,1247150,3,0,0,3,0,0,6,3,3,3,0,3,3,15,21
3473,67952472,2679500,2679550,1247200,1247250,3,3,3,0,3,3,15,4,6,3,3,3,3,22,37
3474,67952479,2679500,2679550,1247900,1247950,3,4,3,3,3,0,16,3,3,3,3,0,0,12,28
3475,67952500,2679500,2679550,1250000,1250050,8,3,9,0,4,0,24,6,4,5,4,3,3,25,49
3476,67962466,2679600,2679650,1246600,1246650,3,0,0,3,0,3,9,3,3,3,3,3,3,18,27
3477,67962507,2679600,2679650,1250700,1250750,3,3,3,0,0,0,9,3,3,3,3,3,0,15,24
3478,67962531,2679600,2679650,1253100,1253150,3,3,3,3,0,0,12,4,3,3,3,3,3,19,31
3479,67972510,2679700,2679750,1251000,1251050,4,5,3,3,0,3,18,4,6,3,0,3,3,19,37
3480,67972476,2679700,2679750,1247600,1247650,3,3,3,3,3,0,15,4,4,3,3,0,3,17,32
3481,67972509,2679700,2679750,1250900,1250950,3,4,3,3,0,0,13,4,5,3,3,0,0,15,28
3482,67972472,2679700,2679750,1247200,1247250,3,4,3,4,0,3,17,3,3,3,3,3,5,20,37
3483,67972487,2679700,2679750,1248700,1248750,0,0,3,0,0,0,3,0,3,3,0,0,0,6,9
3484,67982529,2679800,2679850,1252900,1252950,4,4,7,6,0,3,24,3,6,5,8,8,0,30,54
3485,67982475,2679800,2679850,1247500,1247550,3,3,3,0,0,0,9,3,3,0,3,0,3,12,21
3486,67992477,2679900,2679950,1247700,1247750,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3
3487,67992478,2679900,2679950,1247800,1247850,3,3,3,0,0,0,9,3,0,0,3,0,0,6,15
3488,67992528,2679900,2679950,1252800,1252850,3,3,3,3,3,3,18,3,3,3,0,0,3,12,30
3489,67992489,2679900,2679950,1248900,1248950,0,0,0,0,3,0,3,0,0,3,3,0,0,6,9
3490,68002484,2680000,2680050,1248400,1248450,3,3,4,4,0,3,17,5,3,4,3,3,0,18,35
3491,68002487,2680000,2680050,1248700,1248750,3,0,3,0,3,0,9,3,0,3,3,3,3,15,24
3492,68002510,2680000,2680050,1251000,1251050,4,3,3,3,3,0,16,3,3,7,3,0,3,19,35
3493,68002470,2680000,2680050,1247000,1247050,0,3,3,3,0,7,16,0,0,3,10,15,21,49,65
3494,68012504,2680100,2680150,1250400,1250450,3,3,6,3,3,3,21,3,3,3,3,3,0,15,36
3495,68022508,2680200,2680250,1250800,1250850,3,0,3,3,3,3,15,3,5,4,4,3,3,22,37
3496,68022486,2680200,2680250,1248600,1248650,3,3,5,3,3,3,20,4,5,4,4,3,3,23,43
3497,68022530,2680200,2680250,1253000,1253050,4,3,3,0,0,0,10,3,3,3,3,3,3,18,28
3498,68022510,2680200,2680250,1251000,1251050,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3
3499,68022462,2680200,2680250,1246200,1246250,7,6,8,4,3,0,28,9,12,13,6,3,3,46,74
3500,68032525,2680300,2680350,1252500,1252550,3,3,3,3,0,0,12,3,0,3,3,0,3,12,24
3501,68032528,2680300,2680350,1252800,1252850,3,3,3,3,0,0,12,3,4,3,3,3,0,16,28
3502,68042531,2680400,2680450,1253100,1253150,3,3,3,0,3,0,12,3,3,3,0,0,0,9,21
3503,68042466,2680400,2680450,1246600,1246650,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3
3504,68042532,2680400,2680450,1253200,1253250,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3
3505,68052512,2680500,2680550,1251200,1251250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3506,68052505,2680500,2680550,1250500,1250550,3,0,3,3,3,0,12,3,3,3,3,0,0,12,24
3507,68062461,2680600,2680650,1246100,1246150,3,3,0,0,0,0,6,0,3,3,3,3,4,16,22
3508,68062473,2680600,2680650,1247300,1247350,3,4,3,3,3,0,16,4,3,4,3,0,0,14,30
3509,68062455,2680600,2680650,1245500,1245550,3,0,0,0,0,3,6,3,0,3,0,0,0,6,12
3510,68072469,2680700,2680750,1246900,1246950,3,3,3,0,3,0,12,5,0,3,3,3,0,14,26
3511,68072482,2680700,2680750,1248200,1248250,3,3,3,0,0,0,9,0,0,3,0,0,0,3,12
3512,68072496,2680700,2680750,1249600,1249650,3,4,3,0,0,0,10,7,3,3,0,0,0,13,23
3513,68082504,2680800,2680850,1250400,1250450,8,4,3,3,0,0,18,3,6,3,3,0,0,15,33
3514,68082531,2680800,2680850,1253100,1253150,5,0,3,4,0,0,12,3,3,3,3,3,0,15,27
3515,68092485,2680900,2680950,1248500,1248550,3,3,3,0,0,0,9,3,3,0,0,3,0,9,18
3516,68092483,2680900,2680950,1248300,1248350,6,10,11,9,3,3,42,11,7,8,17,21,23,87,129
3517,68102497,2681000,2681050,1249700,1249750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3518,68102498,2681000,2681050,1249800,1249850,3,5,3,0,0,0,11,7,4,3,0,3,0,17,28
3519,68102480,2681000,2681050,1248000,1248050,3,4,0,3,3,0,13,3,0,3,3,0,3,12,25
3520,68112472,2681100,2681150,1247200,1247250,5,3,3,3,4,0,18,4,6,11,3,3,0,27,45
3521,68112476,2681100,2681150,1247600,1247650,3,3,3,0,0,0,9,3,3,0,0,0,0,6,15
3522,68112420,2681100,2681150,1242000,1242050,0,3,0,0,3,0,6,0,3,3,0,3,0,9,15
3523,68112456,2681100,2681150,1245600,1245650,5,0,3,3,3,3,17,3,3,3,3,3,0,15,32
3524,68112531,2681100,2681150,1253100,1253150,3,3,0,0,0,0,6,3,3,3,3,3,3,18,24
3525,68112478,2681100,2681150,1247800,1247850,3,3,0,0,0,0,6,5,3,3,0,0,0,11,17
3526,68122459,2681200,2681250,1245900,1245950,3,3,3,0,3,0,12,0,3,3,3,0,0,9,21
3527,68122477,2681200,2681250,1247700,1247750,6,7,3,0,0,3,19,10,3,0,3,0,3,19,38
3528,68122460,2681200,2681250,1246000,1246050,0,3,3,3,0,0,9,3,3,0,3,0,0,9,18
3529,68122467,2681200,2681250,1246700,1246750,3,0,3,0,0,0,6,3,3,0,3,0,0,9,15
3530,68122429,2681200,2681250,1242900,1242950,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3
3531,68122432,2681200,2681250,1243200,1243250,3,0,0,0,0,0,3,3,0,0,0,0,0,3,6
3532,68132469,2681300,2681350,1246900,1246950,3,3,0,0,0,0,6,3,3,3,3,0,0,12,18
3533,68132497,2681300,2681350,1249700,1249750,4,3,3,0,0,3,13,3,6,3,0,3,3,18,31
3534,68132429,2681300,2681350,1242900,1242950,0,0,0,0,0,3,3,0,0,0,3,0,0,3,6
3535,68132474,2681300,2681350,1247400,1247450,3,3,3,3,3,0,15,3,0,3,0,3,0,9,24
3536,68132520,2681300,2681350,1252000,1252050,3,6,3,3,0,0,15,5,3,5,0,0,0,13,28
3537,68132489,2681300,2681350,1248900,1248950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3538,68132523,2681300,2681350,1252300,1252350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3539,68142431,2681400,2681450,1243100,1243150,0,4,3,0,0,0,7,3,0,3,0,0,3,9,16
3540,68142437,2681400,2681450,1243700,1243750,3,0,0,0,0,0,3,3,0,0,0,0,0,3,6
3541,68142502,2681400,2681450,1250200,1250250,0,0,0,3,3,3,9,3,3,3,4,0,0,13,22
3542,68142456,2681400,2681450,1245600,1245650,0,0,0,0,0,0,0,3,0,0,0,3,0,6,6
3543,68142422,2681400,2681450,1242200,1242250,3,0,3,3,3,0,12,3,3,3,3,3,0,15,27
3544,68152465,2681500,2681550,1246500,1246550,3,3,3,0,0,3,12,3,3,3,3,0,3,15,27
3545,68152459,2681500,2681550,1245900,1245950,3,3,3,0,0,0,9,3,3,3,0,0,0,9,18
3546,68152474,2681500,2681550,1247400,1247450,3,3,3,0,3,0,12,3,3,3,0,3,0,12,24
3547,68152499,2681500,2681550,1249900,1249950,0,3,0,3,0,0,6,3,3,3,0,0,0,9,15
3548,68152473,2681500,2681550,1247300,1247350,3,3,3,3,3,0,15,6,4,3,0,0,0,13,28
3549,68172520,2681700,2681750,1252000,1252050,0,0,0,0,0,3,3,3,3,0,3,0,0,9,12
3550,68172438,2681700,2681750,1243800,1243850,0,0,3,0,0,0,3,0,0,0,3,0,0,3,6
3551,68182467,2681800,2681850,1246700,1246750,3,3,3,0,0,0,9,3,3,0,0,0,0,6,15
3552,68182497,2681800,2681850,1249700,1249750,3,0,0,3,3,0,9,3,3,3,0,4,3,16,25
3553,68182531,2681800,2681850,1253100,1253150,3,6,3,4,3,3,22,5,5,3,4,3,3,23,45
3554,68182474,2681800,2681850,1247400,1247450,0,3,3,0,0,0,6,3,3,3,3,3,0,15,21
3555,68192441,2681900,2681950,1244100,1244150,3,3,3,3,0,0,12,3,3,3,0,3,0,12,24
3556,68702459,2687000,2687050,1245900,1245950,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3
3557,68712459,2687100,2687150,1245900,1245950,3,3,3,0,0,0,9,3,3,3,3,3,0,15,24
3558,68722503,2687200,2687250,1250300,1250350,4,3,3,3,0,0,13,5,3,3,3,3,0,17,30
3559,68722455,2687200,2687250,1245500,1245550,0,0,3,0,3,0,6,3,0,0,3,0,0,6,12
3560,68732457,2687300,2687350,1245700,1245750,0,0,3,0,3,0,6,0,3,3,3,3,0,12,18
3561,68752463,2687500,2687550,1246300,1246350,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3
3562,68782461,2687800,2687850,1246100,1246150,3,3,3,0,3,0,12,3,3,3,3,3,3,18,30
3563,68212515,2682100,2682150,1251500,1251550,0,3,0,3,0,0,6,3,3,3,3,3,0,15,21
3564,68212496,2682100,2682150,1249600,1249650,3,3,3,0,3,0,12,5,3,5,0,0,3,16,28
3565,68212440,2682100,2682150,1244000,1244050,3,3,3,3,0,0,12,3,3,4,0,3,3,16,28
3566,68212454,2682100,2682150,1245400,1245450,3,5,3,3,0,3,17,4,3,4,0,0,3,14,31
3567,68212464,2682100,2682150,1246400,1246450,3,3,3,0,0,0,9,3,0,4,0,0,0,7,16
3568,68212437,2682100,2682150,1243700,1243750,3,3,3,3,0,0,12,3,3,3,3,3,0,15,27
3569,68212444,2682100,2682150,1244400,1244450,3,0,3,3,0,0,9,3,0,0,0,3,0,6,15
3570,68212452,2682100,2682150,1245200,1245250,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3
3571,68212473,2682100,2682150,1247300,1247350,3,0,0,0,0,0,3,3,0,3,0,0,3,9,12
3572,68212443,2682100,2682150,1244300,1244350,0,0,3,3,0,0,6,0,3,0,3,0,0,6,12
3573,68222499,2682200,2682250,1249900,1249950,3,3,3,3,3,3,18,3,3,3,3,3,0,15,33
3574,68222464,2682200,2682250,1246400,1246450,3,0,0,0,0,3,6,3,3,3,0,0,0,9,15
3575,68222488,2682200,2682250,1248800,1248850,3,3,0,0,3,0,9,3,3,3,3,0,3,15,24
3576,68222502,2682200,2682250,1250200,1250250,3,0,3,0,0,0,6,0,3,3,0,0,0,6,12
3577,68222494,2682200,2682250,1249400,1249450,3,0,0,0,0,0,3,3,3,0,3,3,0,12,15
3578,68222453,2682200,2682250,1245300,1245350,3,0,3,0,0,0,6,3,3,3,0,0,3,12,18
3579,68222523,2682200,2682250,1252300,1252350,3,0,3,0,0,0,6,3,0,3,0,0,0,6,12
3580,68242480,2682400,2682450,1248000,1248050,3,0,0,0,0,3,6,3,3,0,0,0,0,6,12
3581,68242499,2682400,2682450,1249900,1249950,4,3,3,0,0,0,10,3,3,3,0,0,3,12,22
3582,68242475,2682400,2682450,1247500,1247550,0,3,3,0,3,0,9,0,3,3,3,0,0,9,18
3583,68242519,2682400,2682450,1251900,1251950,3,3,3,0,0,0,9,0,3,3,0,3,0,9,18
3584,68242509,2682400,2682450,1250900,1250950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3585,68252455,2682500,2682550,1245500,1245550,3,3,3,3,0,0,12,5,3,4,4,3,0,19,31
3586,68252471,2682500,2682550,1247100,1247150,10,3,3,4,0,0,20,7,6,3,3,0,3,22,42
3587,68252505,2682500,2682550,1250500,1250550,3,3,3,3,0,0,12,3,3,0,0,0,0,6,18
3588,68262487,2682600,2682650,1248700,1248750,0,0,0,3,0,0,3,0,3,0,0,0,0,3,6
3589,68262491,2682600,2682650,1249100,1249150,3,3,0,0,0,0,6,6,5,0,3,0,0,14,20
3590,68262460,2682600,2682650,1246000,1246050,3,3,3,0,0,3,12,3,0,3,3,3,0,12,24
3591,68262437,2682600,2682650,1243700,1243750,3,0,3,3,0,0,9,3,3,3,3,3,0,15,24
3592,68262457,2682600,2682650,1245700,1245750,0,0,3,0,0,0,3,0,3,0,0,0,0,3,6
3593,68262463,2682600,2682650,1246300,1246350,0,3,3,0,0,0,6,3,3,4,0,3,3,16,22
3594,68262465,2682600,2682650,1246500,1246550,0,3,3,3,3,0,12,3,5,3,0,3,0,14,26
3595,68262479,2682600,2682650,1247900,1247950,3,3,0,0,0,0,6,0,3,3,0,0,0,6,12
3596,68262493,2682600,2682650,1249300,1249350,3,3,3,3,0,0,12,3,3,3,0,3,0,12,24
3597,68262508,2682600,2682650,1250800,1250850,3,0,0,0,0,0,3,3,0,0,0,3,0,6,9
3598,68272463,2682700,2682750,1246300,1246350,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3
3599,68272534,2682700,2682750,1253400,1253450,3,3,0,0,0,0,6,3,0,0,0,0,0,3,9
3600,68282498,2682800,2682850,1249800,1249850,6,3,3,3,3,0,18,3,6,4,0,0,3,16,34
3601,68282497,2682800,2682850,1249700,1249750,0,3,3,0,0,0,6,3,3,3,0,3,0,12,18
3602,68282537,2682800,2682850,1253700,1253750,3,0,0,0,0,0,3,3,0,0,0,3,0,6,9
3603,68282465,2682800,2682850,1246500,1246550,0,3,3,0,3,0,9,3,3,3,3,0,0,12,21
3604,68282522,2682800,2682850,1252200,1252250,0,3,0,0,0,0,3,3,3,3,0,0,0,9,12
3605,68292499,2682900,2682950,1249900,1249950,3,3,3,3,3,3,18,3,6,3,3,5,3,23,41
3606,68292535,2682900,2682950,1253500,1253550,4,3,3,0,0,0,10,3,3,3,0,3,3,15,25
3607,68292505,2682900,2682950,1250500,1250550,3,7,3,0,0,0,13,3,3,3,3,3,0,15,28
3608,68292483,2682900,2682950,1248300,1248350,3,3,0,0,0,0,6,0,0,3,0,0,0,3,9
3609,68292509,2682900,2682950,1250900,1250950,0,0,0,0,0,0,0,0,3,3,0,0,0,6,6
3610,68292504,2682900,2682950,1250400,1250450,3,0,0,0,3,0,6,0,0,4,3,0,0,7,13
3611,68292496,2682900,2682950,1249600,1249650,3,7,9,3,3,3,28,9,9,7,6,10,3,44,72
3612,68302523,2683000,2683050,1252300,1252350,3,3,0,0,0,0,6,3,0,0,0,0,3,6,12
3613,68302526,2683000,2683050,1252600,1252650,3,4,4,0,0,0,11,4,3,3,0,3,0,13,24
3614,68302539,2683000,2683050,1253900,1253950,0,0,0,3,0,0,3,3,0,0,0,0,0,3,6
3615,68302529,2683000,2683050,1252900,1252950,3,3,0,0,0,0,6,3,3,3,3,0,0,12,18
3616,68312531,2683100,2683150,1253100,1253150,0,3,3,0,3,0,9,0,3,3,3,3,3,15,24
3617,68312538,2683100,2683150,1253800,1253850,0,3,3,0,3,0,9,3,0,3,0,3,3,12,21
3618,68312524,2683100,2683150,1252400,1252450,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3
3619,68322432,2683200,2683250,1243200,1243250,0,3,3,3,3,3,15,3,3,0,3,0,3,12,27
3620,68322515,2683200,2683250,1251500,1251550,8,0,0,0,0,0,8,3,0,0,3,3,3,12,20
3621,68322496,2683200,2683250,1249600,1249650,3,3,3,3,3,0,15,0,3,0,0,3,0,6,21
3622,68322492,2683200,2683250,1249200,1249250,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3
3623,68322511,2683200,2683250,1251100,1251150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3624,68332529,2683300,2683350,1252900,1252950,0,0,0,3,0,0,3,3,0,3,0,0,0,6,9
